user_id,game_id,voted_up,playtime_at_review
76561198184585390,243470,1,1717.0
76561198271975865,243470,1,918.0
76561198402542632,243470,1,1622.0
76561198982511300,243470,0,233.0
76561198354715897,243470,1,776.0
76561199153541842,243470,0,497.0
76561199133386764,243470,1,773.0
76561197973019975,243470,1,3327.0
76561198359690332,243470,1,4719.0
76561198857571649,243470,1,2465.0
76561199759726781,1147560,1,1494.0
76561197987273365,1147560,1,2468.0
76561199161813602,1147560,1,214.0
76561199211744351,1150690,1,1476.0
76561199061565667,1150690,1,4191.0
76561199029992196,1150690,1,6150.0
76561199553033922,1150690,1,829.0
76561199302427342,1150690,1,1568.0
76561199245534880,1150690,1,5470.0
76561199025601939,1150690,1,1594.0
76561199224926535,1150690,1,3126.0
76561199136228585,1150690,1,3458.0
76561199177571341,1150690,1,1654.0
76561198081696317,544750,1,1127.0
76561198325842744,544750,1,153.0
76561198856638893,544750,1,1448.0
76561197990406921,544750,0,17.0
76561198187201613,544750,1,86.0
76561198857571649,544750,1,1736.0
76561197967258499,588650,1,231.0
